8862,"Bitburg Airport","Birburg","Germany","BBJ","EDRB",49.945278,6.565,1220,1,"U","Europe/Berlin","airport","OurAirports"
9079,"Thalmässing-Waizenhofen Airport","Thalmaessing","Germany",\N,"EDPW",49.06416702270508,11.209166526794434,1893,1,"E","Europe/Berlin","airport","OurAirports"
9100,"Ansbach-Petersdorf Airport","Ansbach","Germany",\N,"EDQF",49.361111,10.669444,1371,1,"E","Europe/Berlin","airport","OurAirports"
9137,"Oberschleißheim Airfield","Schleissheim","Germany",\N,"EDNX",48.2394447327,11.561388969400001,1594,1,"E","Europe/Berlin","airport","OurAirports"
9141,"Verden-Scharnhorst Airport","Verden","Germany",\N,"EDWV",52.96527862548828,9.282777786254883,144,1,"E","Europe/Berlin","airport","OurAirports"
9147,"Nittenau-Bruck Airport","Nittenau","Germany",\N,"EDNM",49.22249984741211,12.296667098999023,1161,1,"E","Europe/Berlin","airport","OurAirports"
9232,"Neumünster Airport","Neumuenster","Germany","EUM","EDHN",54.079444885253906,9.941389083862305,72,1,"E","Europe/Berlin","airport","OurAirports"
9327,"Comiso Airport","Comiso","Italy","CIY","LICB",36.994601,14.607182,623,1,"E","Europe/Rome","airport","OurAirports"
9380,"Pellworm Field","Pellworm","Germany",\N,"EDHP",54.5363883972,8.68000030518,3,1,"E","Europe/Berlin","airport","OurAirports"
9388,"Fontaine Airport","Belfort","France","BOR","LFSQ",47.655601501465,7.0108299255371,1208,1,"E","Europe/Paris","airport","OurAirports"
9400,"La Ferté Alais Airfield","La Ferte Alais","France",\N,"LFFQ",48.498652,2.338867,453,1,"E","Europe/Paris","airport","OurAirports"
9481,"Guatuso Airport","Marigot","France",\N,"MRGT",10.683333396911621,-84.83333587646484,164,-6,"N","America/Costa_Rica","airport","OurAirports"
9484,"Central Bolívar Airport","Sevilla","Spain",\N,"SVSJ",8.916666984558105,-71.93333435058594,39,-4,"E","America/Caracas","airport","OurAirports"
10089,"Lille/Marcq-en-Baroeul Airport","Marcq En Baroeul","France",\N,"LFQO",50.687198638916016,3.0755600929260254,69,1,"E",\N,"airport","OurAirports"
10173,"Digby (General Hospital) Heliport","Tremblay-en-France","France",\N,"CDG2",44.6161003112793,-65.76190185546875,105,1,"E",\N,"airport","OurAirports"
10723,"Elsenthal Grafe Airport","Elsenthal","Germany",\N,"EDNF",48.8224983215332,13.367500305175781,1417,1,"E",\N,"airport","OurAirports"
10776,"Meschede-Schüren Airport","Meschede","Germany",\N,"EDKM",51.30277633666992,8.239167213439941,1434,1,"E",\N,"airport","OurAirports"
11032,"Stade Airport","Stade","Germany",\N,"EDHS",53.56111145019531,9.499167442321777,62,1,"E",\N,"airport","OurAirports"
11049,"La Grand'combe Airport","La Grand'Combe","France",\N,"LFTN",44.24440002441406,4.0122199058532715,1647,1,"E",\N,"airport","OurAirports"
11132,"Gießen-Lützellinden Airport","Giessen","Germany",\N,"EDFL",50.543888092041016,8.590277671813965,755,1,"E",\N,"airport","OurAirports"
11170,"Lure Malbouhans Air Base","Malbouhans","France",\N,"LFYL",47.7047,6.54583,1040,1,"E",\N,"airport","OurAirports"
11718,"Gelnhausen Airport","Gelnhausen","Germany",\N,"EDFG",50.19722366333008,9.170000076293945,446,1,"E",\N,"airport","OurAirports"
11720,"Lauterbach Airport","Lauterbach-Wernges","Germany",\N,"EDFT",50.68333435058594,9.410833358764648,1211,1,"E",\N,"airport","OurAirports"
11721,"Aschaffenburg Airport","Aschaffenburg","Germany",\N,"EDFC",49.93888854980469,9.063888549804688,410,1,"E",\N,"airport","OurAirports"
11735,"Reichelsheim Airport","Reichelsheim","Germany",\N,"EDFB",50.33583450317383,8.878055572509766,397,1,"E",\N,"airport","OurAirports"
11737,"Marburg-Schönstadt Airport","Schoenstadt","Germany",\N,"EDFN",50.87444305419922,8.8149995803833,833,1,"E",\N,"airport","OurAirports"
11738,"Lauenbrück Airport","Lauenbrueck","Germany",\N,"EDHU",53.20750045776367,9.573332786560059,98,1,"E",\N,"airport","OurAirports"
11739,"Hüttenbusch Airport","Huettenbusch","Germany",\N,"EDXU",53.28666687011719,8.947221755981445,10,1,"E",\N,"airport","OurAirports"
11785,"Neubrandenburg Airport","Neubrandenburg","Germany","FNB","EDBN",53.6022,13.306,228,\N,\N,\N,"airport","OurAirports"
11786,"Airport Bamberg-Breitenau","Bamberg","Germany",\N,"EDQA",49.920403,10.914233,811,\N,\N,\N,"airport","OurAirports"
11787,"Zerbst Airport","Zerbst/Anhalt","Germany",\N,"EDUZ",52.000831604003906,12.148611068725586,289,\N,\N,\N,"airport","OurAirports"
11878,"Cuatro Vientos Airport","Madrid","Spain","ECV","LECU",40.370700836199994,-3.7851400375399997,2269,\N,\N,\N,"airport","OurAirports"
11879,"Castellón-Costa Azahar Airport","Castellón de la Plana","Spain","CDT","LEDS",40.213889,0.073333,1145,\N,\N,\N,"airport","OurAirports"
11880,"Teruel Airport","Teruel","Spain","TEV","LETL",40.403,-1.2183,3380,\N,\N,\N,"airport","OurAirports"
11881,"Blois-Le Breuil Airport","Blois/Le Breuil","France",\N,"LFOQ",47.678502,1.20884,398,\N,\N,\N,"airport","OurAirports"
11882,"Trento-Mattarello Airport","Trento (TN)","Italy","TN0","LIDT",46.0214,11.1242,610,\N,\N,\N,"airport","OurAirports"
11883,"Alessandria Airport","Alessandria","Italy",\N,"LILA",44.925201,8.62513,299,\N,\N,\N,"airport","OurAirports"
11884,"Biella-Cerrione Airport","Biella (BI)","Italy",\N,"LILE",45.4953,8.10278,920,\N,\N,\N,"airport","OurAirports"
11885,"Vercelli Airport","Vercelli","Italy",\N,"LILI",45.310233,8.417935,417,\N,\N,\N,"airport","OurAirports"
11886,"Casale Monferrato Airport","Casale Monferrato","Italy",\N,"LILM",45.111198,8.45603,377,\N,\N,\N,"airport","OurAirports"
11887,"Varese-Venegono Airport","Varese","Italy",\N,"LILN",45.742199,8.88823,1050,\N,\N,\N,"airport","OurAirports"
11888,"Novi Ligure Airport","Novi Ligure","Italy",\N,"LIMR",44.779999,8.78639,607,\N,\N,\N,"airport","OurAirports"
11889,"Sarzana-Luni Air Base","Sarzana (SP)","Italy","QLP","LIQW",44.088001,9.98795,45,\N,\N,\N,"airport","OurAirports"
